[2026-04-06 13:20:54] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:48:46] Taylor Swift pregnant in 2025? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:48:58] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:49:09] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:49:21] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:49:33] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:49:44] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:49:56] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:50:08] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:50:19] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:50:31] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:50:43] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:50:54] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:51:06] GTA VI released before June 2026? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:51:17] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:51:29] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:51:41] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:51:52] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:52:04] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:52:15] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:52:27] Will OpenAI launch a consumer hardware product by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:52:38] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:52:50] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:53:01] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:53:13] Spain snap election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:53:25] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:53:36] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:54:04] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:54:15] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:54:27] Kraken IPO by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:54:39] Macron out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:54:50] UK election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:55:02] China x India military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:55:13] NATO/EU troops fighting in Ukraine by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:55:25] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:55:37] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:55:49] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:56:00] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:56:12] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:56:23] Ukraine election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:56:35] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:56:47] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:56:58] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:57:10] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:57:22] Taylor Swift pregnant in 2025? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:57:33] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:57:45] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:57:57] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:58:08] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:58:20] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:58:32] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:58:43] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:58:55] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:59:07] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:59:18] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:59:30] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:59:42] GTA VI released before June 2026? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 15:59:53] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:00:05] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:00:16] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:00:28] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:00:40] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:00:51] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:01:03] Will OpenAI launch a consumer hardware product by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:01:14] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:01:26] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:01:38] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:01:49] Spain snap election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:02:01] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:02:12] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:02:40] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:02:51] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:03:03] Kraken IPO by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:03:15] Macron out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:03:26] UK election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:03:38] China x India military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:03:50] NATO/EU troops fighting in Ukraine by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:04:01] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:04:13] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:04:25] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:04:36] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:04:48] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:05:00] Ukraine election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:05:11] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:05:23] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:05:35] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:05:46] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:05:58] Taylor Swift pregnant in 2025? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:06:09] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:06:21] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:06:33] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:06:44] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:06:56] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:07:08] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:07:19] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:07:31] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:07:43] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:07:54] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:08:06] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:08:18] GTA VI released before June 2026? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:08:29] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:08:41] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:08:52] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:09:04] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:09:16] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:09:27] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:09:39] Will OpenAI launch a consumer hardware product by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:09:50] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:10:02] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:10:14] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:10:25] Spain snap election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:10:37] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:10:49] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:11:16] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:11:28] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:11:40] Kraken IPO by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:11:51] Macron out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:12:03] UK election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:12:14] China x India military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:12:26] NATO/EU troops fighting in Ukraine by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:12:38] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:12:49] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:13:01] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:13:12] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:13:24] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:13:36] Ukraine election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:13:47] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:13:59] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:14:11] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:14:22] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:14:34] Taylor Swift pregnant in 2025? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:14:46] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:14:57] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:15:09] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:15:20] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:15:32] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:15:44] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:15:55] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:16:07] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:16:18] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:16:30] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:16:41] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:16:53] GTA VI released before June 2026? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:17:05] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:17:16] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:17:28] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:17:40] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:17:51] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:18:03] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:18:14] Will OpenAI launch a consumer hardware product by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:18:26] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:18:38] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:18:49] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:19:01] Spain snap election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:19:13] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:19:24] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:19:52] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:20:04] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:20:15] Kraken IPO by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:20:27] Macron out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:20:39] UK election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:20:50] China x India military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:21:02] NATO/EU troops fighting in Ukraine by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:21:14] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:21:25] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:21:37] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:21:49] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:22:00] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:22:12] Ukraine election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:22:23] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:22:35] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:22:47] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:22:58] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:23:10] Taylor Swift pregnant in 2025? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:23:21] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:23:33] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:23:45] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:23:56] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:24:08] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:24:19] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:24:31] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:24:42] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:24:54] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:25:06] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:25:17] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:25:29] GTA VI released before June 2026? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:25:41] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:25:52] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:26:04] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:26:16] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:26:27] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:26:39] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:26:51] Will OpenAI launch a consumer hardware product by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:27:02] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:27:14] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:27:25] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:27:37] Spain snap election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:27:48] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:28:00] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:28:28] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:28:39] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:28:51] Kraken IPO by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:29:03] Macron out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:29:14] UK election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:29:26] China x India military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:29:38] NATO/EU troops fighting in Ukraine by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:29:49] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:30:01] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:30:12] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:30:24] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:30:36] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:30:47] Ukraine election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:30:59] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:31:10] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:31:22] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:31:34] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:31:45] Taylor Swift pregnant in 2025? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:31:57] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:32:09] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:32:20] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:32:32] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:32:44] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:32:55] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:33:07] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:33:19] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:33:30] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:33:42] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:33:54] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:34:05] GTA VI released before June 2026? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:34:17] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:34:28] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:34:40] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:34:52] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:35:03] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:35:15] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:35:27] Will OpenAI launch a consumer hardware product by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:35:38] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:35:50] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:36:02] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:36:13] Spain snap election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:36:25] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:36:37] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:37:04] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-11 16:37:16] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
